Regional Economy,Statistic,Value,Footnote,Year,Unit of Measure,Sustainable Development Goal,ADB Country Code
Marshall Islands,"Government Finance, Expenditure",61.20963276,,2022,% of GDP,,RMI
"Micronesia, Federated States of","Government Finance, Expenditure",48.21558737,,2022,% of GDP,,FSM
Mongolia,"Government Finance, Expenditure",34.38378271,,2022,% of GDP,,MON
Myanmar,"Government Finance, Expenditure",22.41940886,,2022,% of GDP,,MYA
Nauru,"Government Finance, Expenditure",138.7333195,,2022,% of GDP,,NAU
Nepal,"Government Finance, Expenditure",27,,2022,% of GDP,,NEP
Niue,"Government Finance, Expenditure",88.62256244,,2022,% of GDP,,NIU
Pakistan,"Government Finance, Expenditure",19.8585414,,2022,% of GDP,,PAK
Palau,"Government Finance, Expenditure",54.93658361,,2022,% of GDP,,PLW
Papua New Guinea,"Government Finance, Expenditure",21.7,,2022,% of GDP,,PNG
Philippines,"Government Finance, Expenditure",23.42812002,,2022,% of GDP,,PHI
Samoa,"Government Finance, Expenditure",39.6,,2022,% of GDP,,SAM
Singapore,"Government Finance, Expenditure",18.04230676,,2022,% of GDP,,SIN
Solomon Islands,"Government Finance, Expenditure",28.16405319,,2022,% of GDP,,SOL
Sri Lanka,"Government Finance, Expenditure",18.6450324,,2022,% of GDP,,SRI
"Taipei,China","Government Finance, Expenditure",11.75302796,,2022,% of GDP,,TAP
Tajikistan,"Government Finance, Expenditure",29.2,,2022,% of GDP,,TAJ
Thailand,"Government Finance, Expenditure",33.38375657,,2022,% of GDP,,THA
Timor-Leste,"Government Finance, Expenditure",101.9992964,,2022,% of GDP,,TIM
Tonga,"Government Finance, Expenditure",47.21302628,,2022,% of GDP,,TON
Turkmenistan,"Government Finance, Expenditure",12.5,,2022,% of GDP,,TKM
Tuvalu,"Government Finance, Expenditure",106.9535856,,2022,% of GDP,,TUV
Uzbekistan,"Government Finance, Expenditure",34.4,,2022,% of GDP,,UZB
Vanuatu,"Government Finance, Expenditure",43.2,,2022,% of GDP,,VAN
Viet Nam,"Government Finance, Expenditure",21.39503877,,2022,% of GDP,,VIE
Afghanistan,"Government Finance, Fiscal Balance",-2.2,,2020,% of GDP,,AFG
Armenia,"Government Finance, Fiscal Balance",-2.112131235,,2022,% of GDP,,ARM
Azerbaijan,"Government Finance, Fiscal Balance",-1.007055441,,2022,% of GDP,,AZE
Bangladesh,"Government Finance, Fiscal Balance",-4.622031926,,2022,% of GDP,,BAN
Bhutan,"Government Finance, Fiscal Balance",-8.849484109,,2022,% of GDP,,BHU
Brunei Darussalam,"Government Finance, Fiscal Balance",-14.6263191,,2022,% of GDP,,BRU
Cambodia,"Government Finance, Fiscal Balance",1.669672667,,2022,% of GDP,,CAM
"China, People's Republic of","Government Finance, Fiscal Balance",-4.702170009,,2022,% of GDP,,PRC
Cook Islands,"Government Finance, Fiscal Balance",-7,,2022,% of GDP,,COO
Fiji,"Government Finance, Fiscal Balance",-12.20648844,,2022,% of GDP,,FIJ
Georgia,"Government Finance, Fiscal Balance",-2.767746806,,2022,% of GDP,,GEO
"Hong Kong, China","Government Finance, Fiscal Balance",-4.9,,2022,% of GDP,,HKG
India,"Government Finance, Fiscal Balance",-6.440857365,,2022,% of GDP,,IND
Indonesia,"Government Finance, Fiscal Balance",-2.975857536,,2022,% of GDP,,INO
Kazakhstan,"Government Finance, Fiscal Balance",-2.136584939,,2022,% of GDP,,KAZ
Kiribati,"Government Finance, Fiscal Balance",-3.25011964,,2022,% of GDP,,KIR
"Korea, Republic of","Government Finance, Fiscal Balance",-7.025141825,,2022,% of GDP,,KOR
Kyrgyz Republic,"Government Finance, Fiscal Balance",-1.13136429,,2022,% of GDP,,KGZ
Lao People's Democratic Republic,"Government Finance, Fiscal Balance",-0.32623082,,2022,% of GDP,,LAO
Malaysia,"Government Finance, Fiscal Balance",-0.720726799,,2022,% of GDP,,MAL
Maldives,"Government Finance, Fiscal Balance",-14.31220317,,2022,% of GDP,,MLD
Marshall Islands,"Government Finance, Fiscal Balance",-2.6,,2022,% of GDP,,RMI
"Micronesia, Federated States of","Government Finance, Fiscal Balance",4.39181476,,2022,% of GDP,,FSM
Mongolia,"Government Finance, Fiscal Balance",0.785615026,,2022,% of GDP,,MON
Myanmar,"Government Finance, Fiscal Balance",-7.7,,2022,% of GDP,,MYA
Nauru,"Government Finance, Fiscal Balance",25.53089676,,2022,% of GDP,,NAU
Nepal,"Government Finance, Fiscal Balance",-4.6,,2022,% of GDP,,NEP
Niue,"Government Finance, Fiscal Balance",-13.31252138,,2022,% of GDP,,NIU
Pakistan,"Government Finance, Fiscal Balance",-7.856459009,,2022,% of GDP,,PAK
Palau,"Government Finance, Fiscal Balance",-9.021967856,,2022,% of GDP,,PLW
Papua New Guinea,"Government Finance, Fiscal Balance",-5.6,,2022,% of GDP,,PNG
Philippines,"Government Finance, Fiscal Balance",-7.329223745,,2022,% of GDP,,PHI
Samoa,"Government Finance, Fiscal Balance",6.4,,2022,% of GDP,,SAM
Singapore,"Government Finance, Fiscal Balance",-0.655939235,,2022,% of GDP,,SIN
Solomon Islands,"Government Finance, Fiscal Balance",-3.662016069,,2022,% of GDP,,SOL
Sri Lanka,"Government Finance, Fiscal Balance",-9.825809935,,2022,% of GDP,,SRI
"Taipei,China","Government Finance, Fiscal Balance",0.129478406,,2022,% of GDP,,TAP
Tajikistan,"Government Finance, Fiscal Balance",-1.4,,2022,% of GDP,,TAJ
Thailand,"Government Finance, Fiscal Balance",-16.68458965,,2022,% of GDP,,THA
Timor-Leste,"Government Finance, Fiscal Balance",-49.11579846,,2022,% of GDP,,TIM
Tonga,"Government Finance, Fiscal Balance",-1.169067966,,2022,% of GDP,,TON
Turkmenistan,"Government Finance, Fiscal Balance",1,,2022,% of GDP,,TKM
Tuvalu,"Government Finance, Fiscal Balance",-2.468522137,,2022,% of GDP,,TUV
Uzbekistan,"Government Finance, Fiscal Balance",-4,,2022,% of GDP,,UZB
Vanuatu,"Government Finance, Fiscal Balance",-3.268358047,,2022,% of GDP,,VAN
Viet Nam,"Government Finance, Fiscal Balance",-4.428745065,,2022,% of GDP,,VIE
Afghanistan,"Government Finance, Revenue",25.7,,2020,% of GDP,,AFG
Armenia,"Government Finance, Revenue",24.28129021,,2022,% of GDP,,ARM
Azerbaijan,"Government Finance, Revenue",22.91082885,,2022,% of GDP,,AZE
Bangladesh,"Government Finance, Revenue",8.505214521,,2022,% of GDP,,BAN
Bhutan,"Government Finance, Revenue",30.49021019,,2022,% of GDP,,BHU
Brunei Darussalam,"Government Finance, Revenue",18.36381151,,2022,% of GDP,,BRU
Cambodia,"Government Finance, Revenue",22.20561704,,2022,% of GDP,,CAM
"China, People's Republic of","Government Finance, Revenue",16.83207636,,2022,% of GDP,,PRC
Cook Islands,"Government Finance, Revenue",40.8,,2022,% of GDP,,COO
Fiji,"Government Finance, Revenue",21.86330569,,2022,% of GDP,,FIJ
Georgia,"Government Finance, Revenue",26.60147426,,2022,% of GDP,,GEO
"Hong Kong, China","Government Finance, Revenue",21.35826239,,2022,% of GDP,,HKG
India,"Government Finance, Revenue",8.854505847,,2022,% of GDP,,IND
Indonesia,"Government Finance, Revenue",11.84769826,,2022,% of GDP,,INO
Kazakhstan,"Government Finance, Revenue",19.94435201,,2022,% of GDP,,KAZ
Kiribati,"Government Finance, Revenue",166.8535454,,2022,% of GDP,,KIR
"Korea, Republic of","Government Finance, Revenue",22.90879494,,2022,% of GDP,,KOR
Kyrgyz Republic,"Government Finance, Revenue",32.696776,,2022,% of GDP,,KGZ
Lao People's Democratic Republic,"Government Finance, Revenue",14.38971478,,2022,% of GDP,,LAO
Malaysia,"Government Finance, Revenue",16.28132256,,2022,% of GDP,,MAL
Maldives,"Government Finance, Revenue",27.67826421,,2022,% of GDP,,MLD
Marshall Islands,"Government Finance, Revenue",58.60963276,,2022,% of GDP,,RMI
"Micronesia, Federated States of","Government Finance, Revenue",52.60740213,,2022,% of GDP,,FSM
Mongolia,"Government Finance, Revenue",35.16939773,,2022,% of GDP,,MON
Myanmar,"Government Finance, Revenue",14.71940886,,2022,% of GDP,,MYA
Nauru,"Government Finance, Revenue",164.2642162,,2022,% of GDP,,NAU
Nepal,"Government Finance, Revenue",22.4,,2022,% of GDP,,NEP
Niue,"Government Finance, Revenue",75.31004105,,2022,% of GDP,,NIU
Pakistan,"Government Finance, Revenue",12.00208239,,2022,% of GDP,,PAK
Palau,"Government Finance, Revenue",45.91461576,,2022,% of GDP,,PLW
Papua New Guinea,"Government Finance, Revenue",16.1,,2022,% of GDP,,PNG
Philippines,"Government Finance, Revenue",16.09889627,,2022,% of GDP,,PHI
Samoa,"Government Finance, Revenue",46,,2022,% of GDP,,SAM
Singapore,"Government Finance, Revenue",17.38636753,,2022,% of GDP,,SIN
Solomon Islands,"Government Finance, Revenue",24.50203712,,2022,% of GDP,,SOL
Sri Lanka,"Government Finance, Revenue",8.819222462,,2022,% of GDP,,SRI
"Taipei,China","Government Finance, Revenue",11.88250636,,2022,% of GDP,,TAP
Tajikistan,"Government Finance, Revenue",27.8,,2022,% of GDP,,TAJ
Thailand,"Government Finance, Revenue",16.69916692,,2022,% of GDP,,THA
Timor-Leste,"Government Finance, Revenue",52.88349791,,2022,% of GDP,,TIM
Tonga,"Government Finance, Revenue",46.04395832,,2022,% of GDP,,TON
Turkmenistan,"Government Finance, Revenue",13.5,,2022,% of GDP,,TKM
Tuvalu,"Government Finance, Revenue",104.4850635,,2022,% of GDP,,TUV
Uzbekistan,"Government Finance, Revenue",30.4,,2022,% of GDP,,UZB
Vanuatu,"Government Finance, Revenue",39.87632853,,2022,% of GDP,,VAN
Viet Nam,"Government Finance, Revenue",16.96629371,,2022,% of GDP,,VIE
Afghanistan,Gross Domestic Investment,,,,% of GDP,,AFG
Armenia,Gross Domestic Investment,19.39710464,,2022,% of GDP,,ARM
Azerbaijan,Gross Domestic Investment,18.01358423,,2021,% of GDP,,AZE
Bangladesh,Gross Domestic Investment,31.68348991,,2022,% of GDP,,BAN
Bhutan,Gross Domestic Investment,61.36915918,,2022,% of GDP,,BHU
Brunei Darussalam,Gross Domestic Investment,40.58783007,,2020,% of GDP,,BRU
Cambodia,Gross Domestic Investment,21.86259571,,2022,% of GDP,,CAM
"China, People's Republic of",Gross Domestic Investment,43.51025937,,2022,% of GDP,,PRC
Cook Islands,Gross Domestic Investment,,,,% of GDP,,COO
Fiji,Gross Domestic Investment,17.7652783,,2018,% of GDP,,FIJ
Georgia,Gross Domestic Investment,19.59267102,,2022,% of GDP,,GEO
"Hong Kong, China",Gross Domestic Investment,15.00129642,,2022,% of GDP,,HKG
India,Gross Domestic Investment,31.36484942,,2021,% of GDP,,IND
Indonesia,Gross Domestic Investment,29.74533569,,2022,% of GDP,,INO
Kazakhstan,Gross Domestic Investment,34.43446173,,2022,% of GDP,,KAZ
Kiribati,Gross Domestic Investment,8.468095661,,2020,% of GDP,,KIR
"Korea, Republic of",Gross Domestic Investment,33.15504155,,2022,% of GDP,,KOR
Kyrgyz Republic,Gross Domestic Investment,9.41418892,,2020,% of GDP,,KGZ
Lao People's Democratic Republic,Gross Domestic Investment,,,,% of GDP,,LAO
Malaysia,Gross Domestic Investment,23.88547481,,2022,% of GDP,,MAL
Maldives,Gross Domestic Investment,,,,% of GDP,,MLD
Marshall Islands,Gross Domestic Investment,19.10932776,,2020,% of GDP,,RMI
"Micronesia, Federated States of",Gross Domestic Investment,5.426682793,,2022,% of GDP,,FSM
Mongolia,Gross Domestic Investment,35.24897245,,2021,% of GDP,,MON
Myanmar,Gross Domestic Investment,51.42832646,,2022,% of GDP,,MYA
Nauru,Gross Domestic Investment,,,,% of GDP,,NAU
Nepal,Gross Domestic Investment,37.25123774,,2022,% of GDP,,NEP
Niue,Gross Domestic Investment,,,,% of GDP,,NIU
Pakistan,Gross Domestic Investment,14.8908564,,2020,% of GDP,,PAK
Palau,Gross Domestic Investment,30.38047799,,2019,% of GDP,,PLW
Papua New Guinea,Gross Domestic Investment,,,,% of GDP,,PNG
Philippines,Gross Domestic Investment,23.78452621,,2022,% of GDP,,PHI
Samoa,Gross Domestic Investment,,,,% of GDP,,SAM
Singapore,Gross Domestic Investment,21.92165655,,2022,% of GDP,,SIN
Solomon Islands,Gross Domestic Investment,20.28422553,,2022,% of GDP,,SOL
Sri Lanka,Gross Domestic Investment,34.39092917,,2022,% of GDP,,SRI
"Taipei,China",Gross Domestic Investment,27.78319449,,2022,% of GDP,,TAP
Tajikistan,Gross Domestic Investment,19,,2018,% of GDP,,TAJ
Thailand,Gross Domestic Investment,27.87048772,,2022,% of GDP,,THA
Timor-Leste,Gross Domestic Investment,16.00888962,,2022,% of GDP,,TIM
Tonga,Gross Domestic Investment,21.60579054,,2022,% of GDP,,TON
Turkmenistan,Gross Domestic Investment,49.56784348,,2017,% of GDP,,TKM
Tuvalu,Gross Domestic Investment,,,,% of GDP,,TUV
Uzbekistan,Gross Domestic Investment,40.17514819,,2020,% of GDP,,UZB
Vanuatu,Gross Domestic Investment,37.61122262,,2022,% of GDP,,VAN
Viet Nam,Gross Domestic Investment,33.40663051,,2022,% of GDP,,VIE
Afghanistan,Gross International Reserves,9763,,2020,$ million,,AFG
Armenia,Gross International Reserves,4109.475358,,2022,$ million,,ARM
Azerbaijan,Gross International Reserves,8995.7,,2022,$ million,,AZE
Bangladesh,Gross International Reserves,41826.7,,2022,$ million,,BAN
Bhutan,Gross International Reserves,773.1724291,,2022,$ million,,BHU
Brunei Darussalam,Gross International Reserves,5862.539343,,2022,$ million,,BRU
Cambodia,Gross International Reserves,17805.24,,2022,$ million,,CAM
"China, People's Republic of",Gross International Reserves,3426908.32,,2021,$ million,,PRC
Cook Islands,Gross International Reserves,,,,$ million,,COO
Fiji,Gross International Reserves,1700.881713,,2022,$ million,,FIJ
Georgia,Gross International Reserves,4900,,2022,$ million,,GEO
"Hong Kong, China",Gross International Reserves,424029,,2022,$ million,,HKG
India,Gross International Reserves,583314.8346,,2022,$ million,,IND
Indonesia,Gross International Reserves,137233.27,,2022,$ million,,INO
Kazakhstan,Gross International Reserves,35076,,2022,$ million,,KAZ
Kiribati,Gross International Reserves,115.9027778,,2022,$ million,,KIR
"Korea, Republic of",Gross International Reserves,423163.664,,2022,$ million,,KOR
Kyrgyz Republic,Gross International Reserves,2798.086687,,2022,$ million,,KGZ
Lao People's Democratic Republic,Gross International Reserves,1100,,2022,$ million,,LAO
Malaysia,Gross International Reserves,114355.1064,,2022,$ million,,MAL
Maldives,Gross International Reserves,827.7,,2022,$ million,,MLD
Marshall Islands,Gross International Reserves,,,,$ million,,RMI
"Micronesia, Federated States of",Gross International Reserves,,,,$ million,,FSM
Mongolia,Gross International Reserves,3399.6,,2022,$ million,,MON
Myanmar,Gross International Reserves,7800,,2021,$ million,,MYA
Nauru,Gross International Reserves,,,,$ million,,NAU
Nepal,Gross International Reserves,9534.955347,,2022,$ million,,NEP
Niue,Gross International Reserves,,,,$ million,,NIU
Pakistan,Gross International Reserves,9814.6,,2022,$ million,,PAK
Palau,Gross International Reserves,,,,$ million,,PLW
Papua New Guinea,Gross International Reserves,2421.72419,,2022,$ million,,PNG
Philippines,Gross International Reserves,96149.17124,,2022,$ million,,PHI
Samoa,Gross International Reserves,278.4996403,,2022,$ million,,SAM
Singapore,Gross International Reserves,289484.1,,2022,$ million,,SIN
Solomon Islands,Gross International Reserves,664.8276874,,2022,$ million,,SOL
Sri Lanka,Gross International Reserves,1898,,2022,$ million,,SRI
"Taipei,China",Gross International Reserves,554932,,2022,$ million,,TAP
Tajikistan,Gross International Reserves,3322,,2022,$ million,,TAJ
Thailand,Gross International Reserves,213442.1299,,2022,$ million,,THA
Timor-Leste,Gross International Reserves,19815.99165,,2021,$ million,,TIM
Tonga,Gross International Reserves,387.9876,,2022,$ million,,TON
Turkmenistan,Gross International Reserves,,,,$ million,,TKM
Tuvalu,Gross International Reserves,98.8,,2022,$ million,,TUV
Uzbekistan,Gross International Reserves,35768,,2022,$ million,,UZB
Vanuatu,Gross International Reserves,637.9940401,,2022,$ million,,VAN
Viet Nam,Gross International Reserves,86693.5541,,2022,$ million,,VIE
Afghanistan,Inflation Rate,13.82474071,,2022,%,,AFG
Armenia,Inflation Rate,8.6,,2022,%,,ARM
Azerbaijan,Inflation Rate,13.9,,2022,%,,AZE
Bangladesh,Inflation Rate,6.150325891,,2022,%,,BAN
Bhutan,Inflation Rate,5.639536163,,2022,%,,BHU
Brunei Darussalam,Inflation Rate,3.682250311,,2022,%,,BRU
Cambodia,Inflation Rate,5.3,,2022,%,,CAM
"China, People's Republic of",Inflation Rate,2,,2022,%,,PRC
Cook Islands,Inflation Rate,4.174890962,,2022,%,,COO
Fiji,Inflation Rate,4.3,,2022,%,,FIJ
Georgia,Inflation Rate,11.9,,2022,%,,GEO
"Hong Kong, China",Inflation Rate,1.9,,2022,%,,HKG
India,Inflation Rate,6.687746163,,2022,%,,IND
Indonesia,Inflation Rate,4.209456024,,2022,%,,INO
Kazakhstan,Inflation Rate,14.98565966,,2022,%,,KAZ
Kiribati,Inflation Rate,5,,2022,%,,KIR
"Korea, Republic of",Inflation Rate,5.087887608,,2022,%,,KOR
Kyrgyz Republic,Inflation Rate,13.92290932,,2022,%,,KGZ
Lao People's Democratic Republic,Inflation Rate,22.96485015,,2022,%,,LAO
Malaysia,Inflation Rate,3.378698625,,2022,%,,MAL
Maldives,Inflation Rate,2.3,,2022,%,,MLD
Marshall Islands,Inflation Rate,3.319519173,,2022,%,,RMI
"Micronesia, Federated States of",Inflation Rate,5.020350877,,2022,%,,FSM
Mongolia,Inflation Rate,15.2,,2022,%,,MON
Myanmar,Inflation Rate,16,,2022,%,,MYA
Nauru,Inflation Rate,2.3,,2022,%,,NAU
Nepal,Inflation Rate,6.320429678,,2022,%,,NEP
Niue,Inflation Rate,2.336671435,,2020,%,,NIU
Pakistan,Inflation Rate,12.2,,2022,%,,PAK
Palau,Inflation Rate,10.2,,2022,%,,PLW
Papua New Guinea,Inflation Rate,6,,2022,%,,PNG
Philippines,Inflation Rate,5.8,,2022,%,,PHI
Samoa,Inflation Rate,8.752562419,,2022,%,,SAM
Singapore,Inflation Rate,6.12106004,,2022,%,,SIN
Solomon Islands,Inflation Rate,5.534508613,,2022,%,,SOL
Sri Lanka,Inflation Rate,46.36300256,,2022,%,,SRI
"Taipei,China",Inflation Rate,2.946666667,,2022,%,,TAP
Tajikistan,Inflation Rate,4.2,,2022,%,,TAJ
Thailand,Inflation Rate,6.077412284,,2022,%,,THA
Timor-Leste,Inflation Rate,6.99,,2022,%,,TIM
Tonga,Inflation Rate,8.519885199,,2022,%,,TON
Turkmenistan,Inflation Rate,10,,2022,%,,TKM
Tuvalu,Inflation Rate,7.6,,2022,%,,TUV
Uzbekistan,Inflation Rate,11.4,,2022,%,,UZB
Vanuatu,Inflation Rate,4.803914633,,2022,%,,VAN
Viet Nam,Inflation Rate,3.156957942,,2022,%,,VIE
Afghanistan,Growth Rate of Merchandise Exports,-10.08293594,,2020,%,,AFG
Armenia,Growth Rate of Merchandise Exports,33.5,,2022,%,,ARM
Azerbaijan,Growth Rate of Merchandise Exports,41.58184433,,2022,%,,AZE
Bangladesh,Growth Rate of Merchandise Exports,33.44714522,,2022,%,,BAN
Bhutan,Growth Rate of Merchandise Exports,2.354361806,,2022,%,,BHU
Brunei Darussalam,Growth Rate of Merchandise Exports,7.752147737,,2022,%,,BRU
Cambodia,Growth Rate of Merchandise Exports,18.74146289,,2022,%,,CAM
"China, People's Republic of",Growth Rate of Merchandise Exports,4.625353464,,2022,%,,PRC
Cook Islands,Growth Rate of Merchandise Exports,-40.48686766,,2022,%,,COO
Fiji,Growth Rate of Merchandise Exports,15,,2022,%,,FIJ
Georgia,Growth Rate of Merchandise Exports,32.27360288,,2022,%,,GEO
"Hong Kong, China",Growth Rate of Merchandise Exports,-8.736906788,,2022,%,,HKG
India,Growth Rate of Merchandise Exports,4.934850809,,2022,%,,IND
Indonesia,Growth Rate of Merchandise Exports,25.64595773,,2022,%,,INO
Kazakhstan,Growth Rate of Merchandise Exports,40.65204417,,2022,%,,KAZ
Kiribati,Growth Rate of Merchandise Exports,-11.5942029,,2022,%,,KIR
"Korea, Republic of",Growth Rate of Merchandise Exports,6.310725952,,2022,%,,KOR
Kyrgyz Republic,Growth Rate of Merchandise Exports,37.85303277,,2021,%,,KGZ
Lao People's Democratic Republic,Growth Rate of Merchandise Exports,7.938983398,,2022,%,,LAO
Malaysia,Growth Rate of Merchandise Exports,13.82772905,,2022,%,,MAL
Maldives,Growth Rate of Merchandise Exports,34.84963693,,2022,%,,MLD
Marshall Islands,Growth Rate of Merchandise Exports,51.76694837,,2021,%,,RMI
"Micronesia, Federated States of",Growth Rate of Merchandise Exports,4.269115871,,2022,%,,FSM
Mongolia,Growth Rate of Merchandise Exports,20.41954239,,2022,%,,MON
Myanmar,Growth Rate of Merchandise Exports,5.3,,2022,%,,MYA
